id,rfm_r,rfm_f,rfm_m
1931,30253,1,999.0
1933,26724,2,88000.0
1934,31357,2,89960.0
1935,636,24,44052.0
1937,29652,1,19990.0
1938,29028,2,45960.0
1940,35197,7,134050.0
1941,42661,4,9988.0
1942,26268,15,564630.2
1944,32365,4,351340.0
1948,28140,6,328910.0
1951,27372,2,21160.0
1952,28452,1,890.0
1955,29148,1,14990.0
1957,32869,1,6990.0
1960,34741,3,65910.0
1961,28068,1,3490.0
1963,29940,2,43960.0
1965,33661,9,186874.0
1966,26604,2,20280.0
1967,30036,6,45506.0
1968,26868,2,67960.0
1969,4917,6,625965.12
1970,29652,3,149610.0
1971,27636,2,45960.0
1972,31981,2,23960.0
1974,28644,1,16990.0
1975,29436,3,5364.0
1976,23724,10,1662150.16
1979,30541,1,11990.0
1981,32053,1,18990.0
1983,23700,13,259155.0
1984,32701,1,3790.0
1986,34789,2,10580.0
1987,30205,24,535586.0
1988,34381,3,157410.0
1989,27324,1,3490.0
1990,29172,1,12990.0
1991,30445,2,90980.0
1992,33901,2,14160.0
1994,33325,2,98160.0
1995,31525,9,325961.0
1996,571,5,148139.0
1997,34333,1,7990.0
1998,32029,1,5990.0
1999,22956,9,299120.0
2000,38341,1,2990.0
2001,25140,5,102610.0
2004,32989,4,167057.0
2006,33301,1,16990.0
2007,29412,10,270738.0
2008,32629,1,17990.0
2009,34693,1,15990.0
2010,28188,5,110230.0
2016,31045,1,17990.0
2017,25428,5,5725.4
2024,28308,3,8750.0
2026,27540,2,22980.0
2027,1092,12,39613.0
2030,32413,1,17890.0
2032,33661,3,76950.0
2033,3204,19,141616.0
2034,27036,1,5990.0
2035,35269,5,72639.0
2036,31141,1,16990.0
2037,33637,1,22390.0
2039,15674,10,35262.0
2040,22212,6,185090.1
2041,17101,9,90009.0
2042,22788,5,102135.08
2043,25692,2,0.1
2045,28740,4,102129.72
2046,43069,5,31102.0
2047,30132,5,80675.0
2048,31597,1,29990.0
2049,34933,2,29160.0
2050,28092,4,231718.0
2052,28860,14,42324.8
2055,22884,10,116654.0
2057,31429,2,47960.0
2058,29748,1,21990.0
2059,27324,3,42094.5
2060,32773,3,11364.0
2062,17676,9,810829.72
2063,27036,2,9560.0
2064,29892,2,35160.0
2065,33805,5,146290.0
2066,39973,1,3990.0
2067,16812,11,99690.0
2068,25788,4,257724.1
2069,29460,1,29990.0
2070,28452,1,1432.0
2071,30205,2,43960.0
2072,32869,4,93236.0
2074,28812,15,448710.0
2075,34549,11,87362.0
2078,33373,1,24945.0
2080,29148,1,15990.0
2082,18972,12,202164.0
2083,33901,1,19990.0
2085,25644,3,30250.0
2086,31621,2,1998.0
2087,35485,2,51960.0
2089,32653,8,280800.0
2090,25332,8,1226723.0
2091,3948,19,441894.0
2093,30829,1,29990.0
2095,28068,1,2490.0
2097,29604,2,28760.0
2098,32101,7,201950.0
2099,27156,1,15590.0
2101,21252,3,34570.0
2102,29652,2,13960.0
2103,30181,2,63960.0
2104,27084,15,1058155.0
2105,29004,6,220980.0
2106,15804,58,2242317.98
2108,29028,2,1116.8
2109,28500,2,23160.0
2112,30925,7,79248.0
2115,34573,27,700085.3
2120,28404,1,24990.0
2123,32677,1,999.0
2124,31285,10,273400.0
2127,27300,2,9160.0
2128,3156,13,61350.0
2130,29508,2,89960.0
2131,29508,8,318560.0
2132,12708,6,177762.65
2134,30084,1,5990.0
2135,23076,6,89720.1
2136,2604,54,566982.1
2137,35029,1,7990.0
2138,32989,3,46311.38
2140,28740,4,76568.8
2141,6036,49,1661158.15
2142,29220,1,2990.0
2145,30157,5,77750.0
2147,32077,1,24990.0
2148,29700,2,3396.0
2150,2652,25,265028.0
2152,16572,6,44180.0
2155,857,16,213139.5
2156,33349,3,71910.0
2159,29652,1,16140.5
2160,34645,1,27990.0
2166,17724,9,163266.0
2167,24804,2,104605.0
2168,45301,2,25960.0
2170,28956,2,23960.0
2171,21420,2,22680.0
2173,28884,7,257110.0
2174,28644,8,80276.04
2175,32221,1,8990.0
2176,29604,3,91950.0
2178,25812,5,42990.0
2179,29052,4,50913.0
2181,33229,2,25980.0
2182,33733,4,56940.0
2183,26316,3,37270.0
2184,25380,5,28950.0
2185,32317,2,113960.0
2186,2220,8,58180.0
2187,35053,1,29990.0
2188,28356,2,16960.0
2191,1631,4,36390.0
2192,30132,4,231840.0
2195,31117,2,13160.0
2196,31189,2,69160.0
2198,27396,2,33980.0
2199,27468,3,15363.0
2200,33709,1,141470.0
2202,27756,5,49258.0
2203,26316,5,55670.0
2204,22356,56,16541140.78
2205,15372,7,141522.0
2207,33541,3,50910.0
2208,2364,4,133990.0
2210,28140,4,58700.0
2212,14364,11,198859.19
2214,17916,10,306019.0
2215,35557,2,8380.0
2216,15623,4,8554.0
2217,26892,3,48370.0
2219,28500,3,47950.0
2221,41677,2,2918.0
2222,26700,5,176012.49
2224,27852,1,15990.0
2226,31141,5,189750.0
2227,25308,12,19126.43
2228,29916,4,23400.0
2231,28140,1,19990.0
2233,23004,2,4224.0
2235,44677,3,55710.0
2236,33997,2,20360.0
2239,31165,2,3990.0
2240,24972,6,216545.0
2242,25284,3,2695.0
2243,34885,2,3678.0
2245,33325,2,15960.0
2247,25716,8,63060.0
2249,28788,51,1872722.0
2252,30301,5,44999.0
2253,28332,9,222601.5
2254,10140,36,2506731.9
2255,18204,20,898347.9
2256,13829,24,922324.0
2257,31669,3,55410.0
2258,28524,3,927004.05
2265,31717,10,206120.0
2267,30421,1,18990.0
2268,29532,7,363230.0
2269,27252,4,54804.0
2271,28260,2,49980.0
2272,27204,2,89964.0
2274,32197,5,152250.0
2275,32965,5,266330.0
2279,23892,25,1441586.4
2280,29604,1,26990.0
2281,31597,3,20660.0
2284,28596,1,35140.5
2285,28524,2,35960.0
2286,26796,5,165830.0
2287,30805,3,90255.0
2289,30469,16,1729550.0
2292,17724,24,1000917.42
2295,33349,5,173630.0
2296,25332,4,15864.4
2297,472,10,171574.0
2299,8724,31,1387322.0
2301,34741,1,34990.0
2304,17700,8,121160.0
2305,31069,7,870000.0
2306,31621,3,97170.0
2309,27420,2,61760.0
2311,25500,8,414857.5
2312,27012,1,11740.0
2314,32293,1,3990.0
2315,33157,3,61410.0
2317,492,39,212205.56
2318,27204,2,39980.0
2319,32821,1,134679.0
2322,30517,5,35176.8
2324,32701,1,1890.0
2325,84,45,999887.0
2326,29436,3,36837.0
2327,27948,1,31990.0
2328,29340,4,59340.0
2329,29748,1,4320.0
2330,27492,1,17990.0
2331,29580,1,15990.0
2332,27132,1,7190.0
2334,28716,3,77910.0
2335,27540,2,93960.0
2336,32701,3,38770.0
2337,33589,2,19560.0
2339,28812,3,90150.0
2340,30349,1,36790.0
2341,27276,2,38780.0
2342,1092,8,94222.0
2343,30205,6,101240.0
2345,31837,5,109718.0
2346,34357,1,19990.0
2347,14604,8,140966.84
2350,34957,2,33960.0
2352,12372,7,143901.6
2355,29724,2,47960.0
2356,36565,1,15631.0
2360,23100,4,43063.0
2361,27876,6,520440.0
2362,30421,7,229951.0
2363,26796,5,51630.0
2366,32509,3,34410.0
2367,9612,4,22340.0
2369,27588,1,16990.0
2371,27396,4,44462.0
2372,21108,3,8730.0
2373,21348,17,320381.0
2379,33109,4,41512.0
2381,28620,7,239426.0
2382,30925,20,2890886.7
2383,28884,2,5180.0
2384,31525,1,7990.0
2386,26940,4,56440.0
2388,34213,2,16480.0
2389,35125,1,16990.0
2390,30493,1,7990.0
2392,36517,2,76118.0
2393,23700,4,48980.2
2397,28908,1,9590.0
2399,25140,3,17770.0
2400,19620,8,93220.0
2401,26580,10,1143000.0
2402,37381,1,3990.0
2403,31357,12,12454.0
2404,14652,3,33335.0
2406,36061,3,25450.0
2407,31717,1,10990.0
2408,32581,2,34980.0
2414,34405,1,4990.0
2415,23340,3,29678.0
2417,27732,3,26064.0
2418,31045,2,39560.0
2419,26844,5,176937.5
2420,34549,3,140040.0
2421,29532,1,3790.0
2423,32749,4,61425.0
2425,33229,1,26890.0
2426,33373,4,191840.0
2427,28812,20,273839.6
2428,29796,6,95858.0
2429,27444,1,1832.0
2431,31045,1,499.0
2432,39493,10,196139.0
2434,28836,4,67300.0
2436,35437,23,649070.0
2440,34237,2,37560.0
2443,33901,6,97066.0
2444,14700,4,49965.0
2445,26892,6,127960.0
2446,26604,2,2489.0
2447,20244,9,60870.2
2456,22908,7,72860.5
2457,35293,1,4990.0
2458,28740,2,23760.0
2459,15876,8,170840.0
2460,29244,3,119526.0
2462,31597,1,3990.0
2463,28476,2,4978.4
2464,29004,11,326084.0
2465,34909,9,363147.0
2467,33085,1,3990.0
2469,27180,5,85310.0
2470,29100,3,70750.0
2471,33661,1,17990.0
2472,33301,1,8990.0
2475,28164,1,19990.0
2476,29580,3,32009.0
2479,37573,13,1638080.0
2480,26556,8,97164.0
2481,44485,1,28490.0
2482,33253,1,9990.0
2483,4323,5,58946.0
2484,28044,2,26980.0
2489,28404,1,9490.0
2490,36565,2,8980.0
2493,23604,3,49150.0
2494,27516,2,14760.0
2495,27444,3,65310.0
2496,29364,1,25583.0
2497,34837,1,6490.0
2498,28044,1,1990.0
2500,29100,2,26960.0
2501,804,23,81390.0
2503,28908,10,1170927.5
2504,33373,1,13490.0
2507,32269,2,21960.0
2508,43957,1,2840.5
2509,26436,8,11598.55
2511,27612,1,8792.0
2512,2858,11,195249.0
2515,22932,35,1550313.62
2516,27612,10,348225.5
2517,30325,1,11990.0
2518,660,26,95054.0
2519,28860,3,95250.0
2520,31645,1,13990.0
2521,22116,9,98470.0
2524,26172,4,150120.0
2525,28836,1,11990.0
2527,30781,1,19794.0
2529,29604,2,41960.0
2530,18948,25,645610.0
2532,35989,2,6262.0
2535,45469,1,5490.0
2536,4936,23,912118.0
2537,26052,4,23582.2
2538,32941,3,41010.0
2540,28908,2,67560.0
2541,35029,12,103924.0
2542,23691,1,1590.0
2543,31717,1,26689.0
2544,30565,1,4990.0
2545,26868,7,228655.0
2546,9692,29,2656384.0
2547,32701,4,102640.0
2548,12648,3,27784.0
2549,31285,5,286270.0
2550,21108,3,37570.0
2551,26316,1,650.0
2555,30397,1,34090.0
2560,30901,6,232657.0
2562,30901,3,53910.0
2563,18012,12,470920.0
2564,31501,2,27960.0
2565,29748,11,381496.0
2566,26820,2,73960.0
2567,27588,1,16490.0
2569,26868,1,7190.0
2572,29052,5,78430.0
2574,23868,7,123230.0
2575,14078,5,19660.0
2577,33517,1,11990.0
2578,40261,1,14990.0
2585,5868,21,324196.8
2586,28836,1,13990.0
2587,4140,13,116237.0
2588,31357,2,47960.0
2589,31429,26,1558544.0
2590,32701,7,352989.0
2594,28380,5,34510.0
2595,9211,5,49958.0
2596,34477,1,7990.0
2597,33253,9,200600.0
2598,24132,8,17519.05
2599,35221,1,23990.0
2600,34717,2,22380.0
2601,27852,3,18870.0
2603,17652,20,173816.0
2604,34093,25,911463.92
2605,34645,3,91950.0
2606,35125,3,151491.0
2607,26100,5,132338.03
2608,30012,8,267340.0
2611,26004,8,452068.0
2612,28764,2,61760.0
2613,12372,19,425002.0
2615,30853,2,996.0
2616,17772,19,556190.08
2617,26100,2,1489.0
2618,28404,4,60853.0
2619,14340,18,284531.4
2624,32821,12,488124.0
2625,34933,10,292294.0
2628,27924,1,8990.0
2629,32317,1,285957.0
2630,28356,1,199.0
2631,34885,1,3490.0
2632,5035,7,89381.0
2633,29508,6,209800.0
2636,32773,8,104594.0
2637,27900,2,3482.0
2638,35053,1,35990.0
2639,35053,8,202080.0
2640,15300,5,122950.0
2641,30253,2,7960.0
2646,27804,1,68186.0
2647,5700,16,110636.0
2648,27228,1,18818.0
2654,33325,1,29990.0
2657,30853,8,482348.83
2661,28980,1,20990.0
2662,29748,3,73552.0
2664,28932,4,36340.0
2669,27516,3,108950.0
2670,29484,1,14711.0
2671,28428,1,2590.0
2673,24948,3,13709.0
2674,32653,4,121520.0
2677,26268,3,7068.0
2678,24660,8,39085.1
2681,33613,6,206398.24
2682,33517,3,55437.0
2684,32749,1,23990.0
2687,31453,8,103804.0
2688,612,46,97500.76
2689,30325,3,37850.0
2693,29676,2,23980.0
2694,34909,1,3990.0
2695,33805,1,32990.0
2698,29316,1,5990.0
2699,30205,7,287030.0
2700,17100,9,253327.0
2702,33325,1,6990.0
2704,31909,1,7190.0
2706,37477,1,14490.0
2707,30229,4,15112.0
2709,29484,3,53910.0
2710,34717,2,57960.0
2711,34453,1,29990.0
2712,33421,1,12990.0
2715,32485,2,151480.0
2716,29076,4,127040.0
2717,47269,1,4990.0
2718,15372,14,377298.0
2719,33301,1,17990.0
2720,29076,1,21990.0
2723,12527,5,26410.0
2726,32557,1,1990.0
2727,28884,3,50157.84
2730,29532,1,3990.0
2732,30493,2,5178.0
2735,23748,26,1274386.0
2736,4359,37,208177.0
2738,8508,67,7244846.86
2740,12852,56,3079208.9
2741,30084,4,49120.0
2743,30301,3,104910.0
2744,30901,2,51960.0
2747,25476,2,1198.0
2751,33541,1,15490.0
2752,34021,3,54970.0
2754,23796,5,60196.0
2755,14916,11,165970.5
2756,8340,18,101432.0
2757,30493,1,6990.0
2758,15444,18,1415396.5
2760,35053,8,280944.0
2761,29052,1,21590.0
2763,34549,9,379507.95
2765,30589,1,15990.0
2768,30733,4,135840.0
2770,33037,2,61960.0
2772,29220,1,14990.0
2773,30181,2,31960.0
2774,13533,16,322037.0
2776,20100,10,165522.1
2777,29676,1,6990.0
2778,30517,1,17990.0
2779,27060,2,42160.0
2780,37861,1,11990.0
2781,29340,3,149910.0
2782,32989,1,4990.0
2787,29796,1,24990.0
2788,32677,1,7790.0
2789,31525,2,23960.0
2790,33493,4,68140.0
2791,420,120,2031899.46
2792,19644,7,96230.0
2795,34333,4,284440.0
2796,33733,1,15490.0
2798,31357,1,28644.0
2799,27804,1,32990.0
2800,27252,2,3016.0
2801,13436,23,219185.0
2802,29748,3,47910.0
2803,9492,34,289617.0
2804,32509,1,28990.0
2806,28620,1,18990.0
2807,31597,21,564902.5
2809,30373,4,356263.0
2811,5076,4,31968.0
2812,25236,15,1589386.1
2814,30181,2,39960.0
2818,33589,1,15990.0
2819,32701,2,75960.0
2820,33973,41,4542746.96
2822,31669,1,990.0
2823,41437,1,17990.0
2824,24132,3,59270.0
2825,28620,1,22990.0
2827,33949,11,281870.0
2829,27084,1,15990.0
2832,25524,2,5280.0
2833,14868,4,59520.0
2835,34381,3,98910.0
2836,30637,1,1890.0
2838,30325,1,8990.0
2839,30805,5,11780.0
2840,37717,3,21768.0
2841,30757,15,747150.0
2842,30877,1,21990.0
2843,29100,14,380665.0
2846,21732,2,17201.75
2847,27852,1,45990.0
2849,33133,1,1290.0
2850,32077,1,3990.0
2851,32341,7,64456.0
2853,30781,1,3213.0
2856,29364,11,1167974.4
2857,31861,9,206360.0
2858,32509,3,95164.4
2859,30301,1,2990.0
2863,28092,2,120400.0
2864,30253,4,243840.0
2866,31117,2,25960.0
2867,33349,2,9182.0
2868,33685,2,49160.0
2871,28044,5,467235.0
2872,31549,5,238230.0
2873,34861,2,79160.0
2875,33085,1,6990.0
2876,31861,2,396.0
2877,28164,2,14560.0
2878,31237,1,6990.0
2879,26316,3,22450.0
2880,33781,2,17960.0
2882,26556,7,199822.82
2883,15492,12,259433.78
2884,27324,2,16180.0
2886,27132,1,4990.0
2887,31885,7,317709.0
2890,8940,15,835690.0
2891,20006,17,307770.0
2893,14580,18,717212.0
2895,31765,1,13490.0
2897,27348,2,80980.0
2898,45445,2,9980.0
2899,28164,1,299.0
2900,14508,8,142580.0
2901,5436,47,900460.0
2903,34765,10,396902.4
2906,32845,1,12990.0
2907,24252,10,88848.0
2908,28308,1,22990.0
2909,28908,1,15990.0
2910,31909,6,232476.0
2911,4284,8,29679.0
2913,29868,1,6190.0
2914,31933,2,4487.0
2915,25788,2,2189.0
2916,30084,1,25990.0
2917,28980,1,6490.0
2918,35581,1,24990.0
2919,29940,1,2990.0
2920,26580,21,1241896.72
2921,32197,1,11390.0
2922,31597,6,61800.0
2923,33997,3,9468.0
2924,28788,7,127876.92
2925,32317,1,27990.0
2926,32917,1,8990.0
2927,32413,2,47960.0
2928,4860,7,31456.0
2930,42061,1,17090.5
2933,21636,10,319755.3
2934,33685,6,111660.0
2936,19644,7,137183.0
2937,35005,1,29990.0
2938,29388,1,16990.0
2941,26940,3,81510.0
2942,9689,2,30980.0
2946,31069,1,81968.0
2948,34717,2,59980.0
2949,31093,2,43160.0
2951,33877,5,95577.0
2952,29340,3,59950.0
2953,36397,5,103032.0
2954,1932,3,28689.0
2955,30397,7,62910.0
2957,6924,5,91311.0
2959,1764,36,129230.0
2961,27276,1,1990.0
2962,33397,3,145245.0
2963,5844,276,31744365.5
2964,39757,4,50940.0
2966,25980,4,62780.1
2968,32605,1,19990.0
2969,29556,5,112337.5
2970,31477,1,3290.0
2971,30901,1,1990.0
2973,29028,7,7592.0
2974,26700,2,27980.0
2975,30925,2,10280.0
2976,20244,56,3478929.3
2977,26748,4,92640.0
2978,34717,2,61560.0
2980,26916,3,39950.0
2981,31597,3,170910.0
2983,20532,14,297100.0
2988,27948,1,1032.0
2989,5137,7,217521.0
2990,28956,5,124840.0
2992,32701,1,14490.0
2995,29268,1,44199.71
2996,29460,1,13970.0
2997,33037,1,9990.0
2998,41917,1,27990.0
2999,5604,8,974341.22
3000,29292,1,249.0
3001,26268,9,75932.05
3002,29556,2,23960.0
3003,28692,1,40258.0
3005,24012,20,1543679.1
3008,29172,1,29990.0
3009,25980,4,58734.3
3010,27636,1,48993.0
3011,28860,2,19960.0
3014,44821,2,24760.0
3017,30661,4,115400.0
3018,28404,1,18990.0
3019,27180,2,15178.0
3021,35197,7,226390.0
3023,28236,1,24990.0
3024,32989,2,21760.0
3025,34861,10,1145170.0
3026,23748,2,32980.0
3028,13865,7,68070.0
3030,29820,3,61352.0
3033,35125,2,4978.0
3034,29172,2,33980.0
3037,27732,1,17190.0
3039,47677,1,18990.0
3040,31357,7,1589991.13
3041,33301,3,95910.0
3042,32437,5,29830.0
3043,26148,4,51960.1
3044,23545,23,189317.1
3045,34981,5,451862.0
3046,29364,3,41950.0
3048,27732,4,28400.0
3049,30757,1,13990.0
3050,25452,2,18790.0
3051,28836,7,390110.0
3053,33877,9,584190.0
3055,33973,8,144000.0
3057,31069,2,70580.6
3058,30637,1,3990.0
3060,25596,6,76764.4
3062,34861,1,7190.0
3063,27156,1,24990.0
3064,30493,1,9990.0
3066,26268,5,25040.1
3067,27372,1,17990.0
3070,28956,2,15980.0
3072,26652,4,48542.0
3073,28668,1,1490.0
3074,29724,2,19160.0
3075,5748,6,98273.0
3076,30973,2,11502.0
3078,28908,2,31980.0
3079,29220,1,12990.0
3080,28308,1,29990.0
3081,31549,33,504618.0
3082,32221,16,1650348.0
3083,31861,2,11760.0
3084,28356,1,1690.0
3085,14340,9,97626.0
3088,34861,1,12990.0
3089,28764,1,3990.0
3090,25188,3,10570.0
3092,26868,1,3990.0
3093,26292,9,998159.1
3094,27228,1,39990.0
3095,30877,2,10580.0
3098,29652,1,36339.0
3103,24780,6,113030.05
3104,31573,2,39960.0
3105,32341,5,103983.0
3106,29820,6,197900.0
3107,28980,19,849361.84
3108,30757,2,10280.0
3109,5940,4,35649.5
3110,30829,1,29990.0
3113,30493,1,22075.0
3114,1428,15,57916.0
3115,30012,2,6783.0
3116,21564,12,1147403.2
3117,29196,3,126750.0
3120,30901,2,17980.0
3121,34381,4,34607.0
3123,29436,11,348725.0
3125,30493,3,87150.0
3127,5172,24,2731596.7
3130,30517,1,106281.0
3132,31381,2,39330.0
3133,33229,2,21960.0
3134,11580,44,3010300.0
3135,3492,33,163702.66
3136,27756,2,69154.0
3140,30949,2,27960.0
3142,25212,5,115195.0
3143,34093,6,547823.6
3144,28812,1,999.0
3145,24468,29,1933730.0
3147,27636,3,58110.0
3150,29268,1,1990.0
3152,34885,36,401552.57
3157,27540,3,104196.0
3158,14724,2,38980.0
3159,28116,1,29990.0
3160,32653,7,76268.0
3161,30541,1,3990.0
3163,37525,2,10560.0
3165,31717,2,33160.0
3171,29460,6,91886.0
3173,13860,15,216599.0
3177,27300,7,53115.0
3178,16260,8,29958.5
3179,32869,1,7990.0
3180,33301,1,35990.0
3181,34093,2,18980.0
3184,26940,1,39990.5
3185,32701,1,24990.0
3188,30685,4,143840.0
3190,28164,3,69270.0
3193,32677,1,799.2
3194,2580,8,146759.0
3195,32725,2,41960.0
3196,32173,3,28950.0
3198,26604,2,34996.0
3201,19068,19,566573.7
3202,27012,1,3990.0
3203,25836,16,924809.86
3207,25188,9,62354.78
3208,32485,7,439666.8
3212,26772,4,201052.0
3213,45733,2,35960.0
3214,27540,1,14990.0
3215,33757,1,3990.0
3217,35797,3,39350.0
3218,31693,1,25990.0
3219,45517,1,5990.0
3220,28140,1,6790.0
3222,31669,2,30180.0
3223,32629,4,73840.0
3224,27564,3,59150.0
3225,29196,3,91437.0
3226,28620,1,16990.0
3227,30301,10,337440.0
3228,28788,2,42980.0
3231,27516,2,73960.0
3232,2356,3,23959.0
3233,27492,25,700424.2
3235,27804,2,32960.0
3236,27828,2,11960.0
3237,30277,1,4990.0
3238,26340,8,257800.0
3239,29268,1,3990.0
3242,5316,4,39139.0
3244,34645,8,128800.0
3245,30157,5,279570.0
3247,31669,8,255862.0
3250,32389,4,65940.0
3252,33541,5,139542.5
3253,27372,1,8990.0
3255,30157,1,15529.0
3256,34069,1,11990.0
3258,28620,1,24990.0
3261,33997,1,91525.0
3262,30060,2,41960.0
3263,29724,2,48382.0
3264,31525,1,4490.0
3265,32293,5,117110.0
3267,35317,1,9995.0
3269,29268,2,23078.0
3270,32941,2,22960.0
3271,30493,1,21990.0
3273,31669,3,44520.0
3274,23388,4,82320.0
3275,28308,1,5290.0
3276,31189,4,118920.0
3277,33709,1,4990.0
3279,14172,11,92267.0
3280,28116,2,3980.0
3281,29316,3,36973.7
3283,26820,1,16990.0
3286,33589,1,4990.0
3287,19860,14,104493.0
3288,29004,2,26942.0
3289,22704,5,16740.05
3290,28404,9,157372.0
3291,27132,1,19490.0
3292,19572,21,648430.0
3293,31525,3,88710.0
3295,25668,3,1895.8
3296,19860,13,260766.0
3297,33085,1,3790.0
3298,26844,2,71960.0
3300,32173,1,28990.0
3301,18708,17,943770.7
3303,34621,1,96377.0
3304,30421,1,4990.0
3307,33757,4,73785.12
3309,32989,3,40987.0
3310,27060,4,5864.0
3314,31621,1,3440.0
3315,25020,4,99940.0
3317,16332,23,1078854.7
3323,30325,4,99100.0
3324,28140,1,8790.0
3325,43069,1,15990.0
3327,21396,13,219169.0
3328,34885,2,7960.0
3329,28116,1,15490.0
3330,29364,1,12990.0
3331,17988,16,2158008.9
3332,18996,20,1337380.8
3335,13035,6,89818.0
3336,32917,11,37609.0
3337,27756,1,7990.0
3341,19380,2,598.0
3342,29172,1,29990.0
3344,28380,2,7978.0
3345,26172,16,27662.0
3347,17868,3,62272.0
3348,25308,8,205275.68
3349,30541,6,185740.0
3350,32533,6,161160.0
3352,31141,2,11760.0
3354,636,4,20357.0
3355,31885,3,23972.0
3356,30397,1,7990.0
3357,1650,3,88579.0
3360,8205,1,9310.0
3362,30012,5,141915.0
3363,26916,1,29990.0
3365,26652,3,41570.0
3367,29748,10,224262.0
3373,15108,2,16694.0
3374,32701,3,146910.0
3375,27132,1,4990.0
3376,32821,3,162650.0
3377,25980,3,29250.0
3379,35005,2,44960.0
3380,14844,7,285630.0
3384,32917,3,20010.0
3387,34885,1,34990.0
3390,29028,5,152750.0
3392,31597,5,61610.0
3393,30853,1,3990.0
3394,24972,4,31619.99
3396,23364,6,118890.0
3400,31885,2,31960.0
3401,25956,7,113512.0
3402,27468,1,8990.0
3403,36877,1,586.5
3404,28428,3,56350.0
3406,27252,1,23990.0
3407,27492,9,108888.0
3408,24204,6,143200.0
3409,30229,2,9098.0
3410,27300,3,52550.0
3411,30877,1,2990.0
3412,22764,9,99980.1
3413,28356,12,582133.5
3414,28836,1,269.0
3415,47845,1,7990.0
3416,31237,2,29580.0
3418,17412,6,131627.0
3419,31669,2,18960.0
3421,29268,1,15992.0
3422,26868,1,14990.0
3423,25956,4,48900.0
3424,31021,1,4990.0
3425,30325,1,15990.0
3426,31333,9,490590.0
3427,31981,1,9990.0
3429,31717,2,18560.0
3430,35005,6,113625.0
3432,32269,1,19990.0
3433,28764,4,44960.0
3434,28884,3,57950.0
3435,30685,4,98940.0
3437,23052,30,729114.91
3438,44245,1,9290.0
3439,28932,1,11990.0
3440,33061,1,15990.0
3442,32029,1,19990.0
3443,29172,6,54008.0
3445,31069,2,27960.0
3446,32701,9,539190.0
3447,27468,6,258434.0
3449,32005,1,18990.0
3454,33517,1,12990.0
3456,25716,2,17382.0
3457,28812,1,25990.0
3459,30949,2,75960.0
3461,31381,5,12175.0
3462,21732,6,202090.0
3463,28884,11,560870.0
3464,3012,28,533044.74
3465,28788,1,17470.5
3466,32701,3,32050.0
3468,31165,6,427800.0
3470,28452,1,17990.0
3471,28716,3,145710.0
3472,27636,2,105980.0
3473,33853,15,776286.0
3474,24972,6,46538.8
3475,34909,3,27950.0
3477,31549,1,3990.0
3478,27684,2,86960.0
3479,1932,25,535046.5
3480,34669,1,3990.0
3481,30685,2,2656.0
3484,31957,3,22950.0
3485,29652,3,36492.0
3486,24132,30,2538383.0
3487,27684,3,3681.0
3489,4452,14,68813.0
3490,30325,25,691260.0
3494,33781,2,12989.0
3495,13226,4,61100.0
3496,30997,2,30980.0
3499,31165,1,2590.0
3503,29004,2,52980.0
3504,30877,2,20760.0
3507,29220,1,3990.0
3509,31597,9,1001219.4
3511,25524,28,1774503.8
3512,33013,2,33960.0
3513,26940,2,63160.0
3514,32173,15,4203632.0
3517,35077,2,24980.0
3519,28140,1,2961.0
3520,636,12,112829.0
3522,7011,7,44507.0
3523,30925,3,44950.0
3524,32581,1,3126.0
3525,30877,7,350910.0
3526,25716,7,854557.0
3530,20028,5,61510.0
3531,30108,2,21718.0
3532,34021,4,47960.0
3533,35053,5,158607.0
3536,32725,3,52710.0
3539,2052,37,122204.0
3541,29580,2,4718.0
3542,21924,17,2583747.0
3543,30661,2,33980.0
3545,1932,8,22513.0
3546,29508,3,162044.0
3547,32077,1,12990.0
3548,21204,9,2126836.0
3549,31597,2,39160.0
3550,31501,6,107040.0
3553,29316,2,28760.0
3554,29148,2,796.0
3555,2028,9,72795.5
3559,29652,1,27990.0
3561,31741,1,2490.0
3563,31309,1,14990.0
3565,33613,4,47960.0
3566,19164,6,119880.0
3568,30685,1,2590.0
3569,32413,3,76710.0
3570,29412,1,21990.0
3571,31741,1,27990.0
3572,27564,1,7990.0
3573,32485,1,15990.0
3574,28596,1,163636.0
3575,2077,8,67437.0
3577,27972,2,70980.0
3578,21084,31,946934.0
3580,32197,2,35960.0
